t_min,freq_hz,whp_bar,intake_p_bar,current_a,load_pct,q_liq_m3d,motor_t_c,casing_p_bar,operating_mode,quality_ok
187.0,50.06944899874192,22.546537755911213,85.31875775805287,48.785451114845976,72.11552515721435,122.39875178349565,94.8315647336634,13.991704099180442,production,1.0
188.0,50.01757275380937,22.0571549956184,85.93165004145936,47.83228915411967,72.64581662863156,121.23627868769671,94.87246342256081,14.000773847741597,production,1.0
189.0,49.97628335065828,22.219753976328047,85.99879914528879,48.37811050333497,72.09491084592311,122.93780060071366,96.01298315088766,14.033361098278359,production,1.0
190.0,49.90278675120072,22.265746739544408,85.68352781397361,48.15604043516629,72.78320666775707,122.50742802956259,95.74793092297723,14.47089539301728,production,1.0
191.0,49.93461234015494,22.10667501837443,85.73313300790326,48.22521784439996,73.23257056724577,119.70038318480312,96.32498907030975,14.082240324287037,production,1.0
192.0,50.054341539238415,22.40865342779115,86.38004593132257,47.57753699757318,72.6785507611575,121.0243140448687,95.35864775091854,14.078190102745511,production,1.0
193.0,49.997469796844435,22.35301397333382,86.25574927158317,47.51363710618023,71.9034185818669,121.92820344894817,95.77408281510971,14.4340160384324,production,1.0
194.0,49.98584374671602,21.989355274911915,86.02128945639805,47.09758257975006,71.97759743884099,120.89807542510806,95.24781409281012,14.347946093624069,production,1.0
195.0,50.082162580712136,22.31668623647099,85.42297561823493,49.286995019342825,72.76903763287213,121.32677997078073,95.9272908520484,13.749912989680142,production,1.0
196.0,49.935867537796305,21.98981860239074,86.25875812236325,48.7205679788931,71.76021559046785,122.54417080365326,94.55309176698844,14.118116442657398,production,1.0
197.0,49.97071711000793,22.251330635201704,85.89993849714253,49.10350268665929,73.3172583750481,121.96256294939921,95.61218114602273,13.762438356281603,production,1.0
198.0,49.97637061616208,21.99878982842996,85.34144958414957,47.884315402073796,71.93050722102686,120.47555850276639,95.14918417784203,14.013272446648587,production,1.0
199.0,50.02931686407656,22.23617338993384,85.44289095500258,48.82939673835482,72.26190663724913,121.78758460568393,95.5270270812453,14.458058243827422,production,1.0
200.0,49.9668232400848,22.837219906674008,86.5250348574721,47.90356101321058,72.33730875903349,120.84096884268769,96.09819293744776,14.038214536839634,production,1.0
201.0,49.9693291075693,21.935094412298064,86.89383310360117,47.38585730391486,73.96581714693284,120.11497702102778,95.78362335068941,13.894524976018781,production,1.0
202.0,49.919742530155744,21.611074617256058,85.46746570729985,48.45566072661941,71.96897469425824,120.21453647351377,95.90242177297424,13.60258077350504,production,1.0
203.0,50.03646747020089,22.833643126292067,84.53709887109734,48.13960961289624,71.84782538407843,121.91222617191443,95.1911175768682,14.117142735126404,production,1.0
204.0,50.04030696792575,22.312607282176117,86.13499631078305,48.359647577608555,71.91090622463683,121.53129971398182,94.25094340224787,13.972965443040152,production,1.0
205.0,49.97618116262994,21.935013527607385,85.23907910997383,48.444760800953624,72.5513415604137,121.56859178166201,95.02282918390979,14.249124702208471,production,1.0
206.0,50.008166997277065,22.09501404005322,86.2189949483239,48.32327109601428,73.03618147518506,120.18354124620949,95.71549287294071,14.22178426509648,production,1.0
207.0,49.935367693862034,21.828973559490176,85.55232156969716,48.093885739924694,71.52316156865898,121.33507641265119,94.99882787593967,14.232204102494864,production,1.0
208.0,49.976409342262954,22.569196682864845,87.11399566891444,46.891448641745676,71.8192641386058,120.30787203274268,95.76769614750283,14.353519142853527,production,1.0
209.0,50.068897547636126,22.478965131379255,85.84186481550697,47.47158157501238,71.91215976621827,120.43736362432502,94.66001670718684,13.957178829667772,production,1.0
210.0,50.00678653670336,22.444614108259522,86.3144510816994,48.4848466163339,71.90309138303998,121.347329213914,95.50114862342397,14.41166993916166,production,1.0
211.0,50.1155181743398,22.280807461729612,85.04187212379655,48.95571902394645,72.8888027479129,119.8817401835492,96.24426218279828,13.5011729523659,production,1.0
212.0,49.96064036289214,21.37223568149425,84.0774344936922,48.33358219742852,72.76550866308287,122.34113943314185,95.82811164338096,14.346468405129679,production,1.0
213.0,50.02901422083622,21.71697258886271,85.848254458936,49.36763389927133,73.30169287805872,124.51837099731661,95.15052364333718,13.677850199144798,production,1.0
214.0,49.990224708608345,22.305021074059198,85.92222165883153,47.12375457447352,71.92022189792607,122.08067550844974,95.91332841764377,13.470495907107228,production,1.0
215.0,50.0282908923414,21.128763824467548,86.19515334196392,48.78621731555451,71.3693706961951,120.27446335440256,95.50565355997969,13.933705555306858,production,1.0
216.0,49.99963943201706,22.158509057388052,85.4285583408432,47.611647689101034,72.08895724632863,121.19626780909046,95.25860819777716,13.914119327378225,production,1.0
217.0,49.97194009447954,21.77953978406051,84.98355582137869,47.44087461646966,71.51653507084285,119.65079231603124,96.13142077153435,14.27359146967571,production,1.0
218.0,49.95661916178391,22.44242119529238,84.79611763497041,48.0090625443956,72.234996564274,121.05969006340824,95.75722693392687,13.767471528993552,production,1.0
219.0,50.153301836952444,22.109887746043267,86.08599774169654,48.46589250952771,72.84752135695476,122.11700310843075,94.58573616774223,13.638370290331274,production,1.0
220.0,49.99613274701379,22.611505769884815,86.17792865228502,47.73274081720787,70.90912678077919,122.21076991268039,95.24329839669986,14.038686034239385,production,1.0
221.0,49.89916696548834,22.322396305620014,85.22388275436096,48.53714028141752,72.46913303548799,120.26058419816732,96.33338431942487,14.144158996972088,production,1.0
222.0,49.96756996960483,22.232215586109163,85.43004356902728,47.55680591286059,73.47036715438117,121.85270346657947,95.50252351958301,13.749419568907724,production,1.0
223.0,50.0339019863562,21.79674770079629,85.30742278903666,48.49946985800824,71.5520347395774,122.87635773877777,96.54819183534842,14.037661485919786,production,1.0
224.0,49.974999578340764,22.43652021952773,84.60462259392497,48.09653259913719,72.55185827602209,123.58960406942577,95.933101347171,13.641252978377185,production,1.0
225.0,50.06802231012426,23.136488949939892,85.85857299123893,48.2022817010424,71.3570147692796,120.6372533927796,96.02864010708996,14.037890219203215,production,1.0
226.0,50.0501199136422,21.499923192500226,86.24401355273046,47.05658066838686,71.5198266665588,120.43576775102878,94.71965210305135,13.990798202909026,production,1.0
227.0,49.99238306820879,21.77391825791375,85.59963823306917,47.74023761606218,72.22176798544054,121.53259516196067,95.31155627071107,13.251313762611591,production,1.0
228.0,49.9763892028612,22.848346164813375,84.8773529833237,47.06766673022979,72.88954328547308,117.9479645251461,96.30234464730025,14.1426489838435,production,1.0
229.0,49.949759949648616,22.38670874685429,85.6089758866311,48.57764408349174,73.0472634185765,120.8186972320214,96.2325348539329,13.942760901834326,production,1.0
230.0,49.965001672884334,22.062889709638327,86.54369984400337,47.04889456450092,72.18078564570568,121.1249224960841,95.641894568866,13.704727212540725,production,1.0
231.0,49.92634284626672,22.493308428079555,87.00001186451962,48.99939591282631,72.70537698984754,120.89292606991431,95.20972771747411,14.563791349694316,production,1.0
232.0,50.060219814576655,22.312755650399886,85.88049352059609,47.67398730322457,70.29439550522812,119.53742260028365,95.0903962632918,14.140451799955617,production,1.0
233.0,50.0795350393563,21.917938095031488,85.24258287206412,48.265494248759126,71.90239864817465,121.13723364928765,95.40083156103726,13.866393935071738,production,1.0
234.0,49.93719309651361,21.910884940130366,84.52145994308832,46.800294141550225,71.8988221955315,120.49368009463457,95.48116813255795,13.815296938859543,production,1.0
235.0,49.94091585121568,22.519512274388195,84.78204701000146,47.95073834167231,72.5769859565814,122.3281970032349,95.04187018970845,14.078016514113777,production,1.0
236.0,49.91157440714566,22.3139114061322,85.65302554417511,48.46539209678266,71.5608205296211,120.31054636766697,95.04296590276019,14.257428784362576,production,1.0
237.0,49.95180728846339,22.606836414970257,85.83851294825102,48.91027347061951,71.57565745962015,121.06729322454565,95.81067218930608,14.038362962260424,production,1.0
238.0,49.84468315993583,22.436436240437434,85.85367972035941,47.67250049121875,71.55822280629961,121.11985402128096,96.15851512999716,14.16900238224407,production,1.0
239.0,49.942886052168404,21.928473014229514,85.53849807748388,48.877417700163036,72.5490677668462,122.07365481909326,95.72959223640308,13.714491206742931,production,1.0
240.0,50.06484576999003,22.782851545610924,84.76688706017099,47.83708476517122,72.0579149038604,118.33055512561582,95.57795374221458,13.935700549992218,production,1.0
241.0,49.98271637352678,21.803060666704052,84.63231865940442,48.41748907161204,71.84429635812839,120.88096784486235,96.1999563480307,14.309872104569981,production,1.0
242.0,50.04272921174267,21.990115429564185,85.55190623693397,48.183830031228766,72.74749313089545,122.10522808247401,94.91344444650346,14.035078528840607,production,1.0
243.0,49.9755515468079,21.857415168551196,84.85403806896169,48.94701994199519,72.00843809845385,120.663531711628,95.43028766666151,14.181530391731945,production,1.0
244.0,50.08803336484966,21.6091375502336,86.01689535740705,47.31297960272199,71.66169412195725,119.16899703862919,95.31021290186224,13.914796381472085,production,1.0
245.0,50.00996089915069,22.417715754604966,84.24380994899133,48.99401364187893,71.92175274401328,121.29689967595692,95.24417846575408,14.390909218518514,production,1.0
246.0,49.98089988539282,21.746592822807475,86.01652854189199,49.47713250082913,71.09134657008194,121.21256386287155,95.02342912678004,13.80412467537553,production,1.0
247.0,50.12762120126855,21.893087227398524,84.4894331705406,48.8122891247913,72.27931829528647,120.38740782273645,96.00048303734172,13.758740459136991,production,1.0
248.0,49.98377640718573,22.54291668398889,84.90825456997398,47.79780275766188,72.31897691182807,119.22359415622688,95.79313954148306,13.60485562071146,production,1.0
249.0,49.93893883251369,22.510910497647263,84.79319810848003,47.95362591462292,72.08206610797197,119.62979172716273,95.37857812774321,14.089086078225494,production,1.0
250.0,50.010095500098004,21.915260723387124,84.33780599440477,47.78095474626034,73.36186786332946,120.04524657124979,96.2573437054851,13.959314738066245,production,1.0
251.0,49.9980582480721,21.639607329236497,83.22098048568614,47.612082032533706,71.57841648358864,119.27416762468239,94.74150194984087,14.252508256906234,production,1.0
252.0,50.053316227658314,22.120101938796267,84.02444303031592,48.583346045283214,71.12515461875115,117.9235465063097,95.39168901044253,13.857895340228033,production,1.0
253.0,49.95391830377511,21.521625017083196,85.11211716166972,49.4995983987278,73.38746504942567,119.2074712627146,95.01409281412336,13.52703278831977,production,1.0
254.0,50.04023584657398,21.75555741861526,83.31487688744546,48.65270220440468,73.51951871976792,119.9592796502651,96.31763176386924,14.01273119048488,production,1.0
255.0,50.04263742352872,22.00356014872588,82.86275051718395,50.14439012357558,72.02856095028801,119.32755993038279,95.38618385937734,13.731428278750345,production,1.0
256.0,49.966615635403244,22.09435006130103,83.72130672692985,48.832878232908485,72.26403934120924,119.74790757658245,95.62865808095329,13.803672956881194,production,1.0
257.0,50.00816220028614,21.934429546701843,83.4897653973473,48.01322941995417,71.64752500664972,119.84145151460827,95.29276361708293,14.316806494073658,production,1.0
258.0,49.95846240215728,22.09729123171502,82.84601171432558,48.07188288513272,72.03700057735809,120.71932413876836,96.0159002632104,14.135712206249483,production,1.0
259.0,50.11729040369203,22.707141044915463,83.054644926739,47.26752130361322,71.56208372112046,122.19029939267334,95.73695937632236,13.861618203549524,production,1.0
260.0,49.96479302188599,22.40405935336716,83.10196588251063,48.02594277680526,72.24388744704687,120.32602793936428,95.70277045875905,13.98828638445695,production,1.0
261.0,49.977346277816565,22.703771696061747,83.02726676106757,48.11598467125559,72.54315886502198,117.6647886224348,95.53481623841138,13.641383199613514,production,1.0
262.0,49.94670809890183,22.509353675505057,83.25698751315055,48.99483385925652,73.46311419148391,116.06364583603812,95.88245253231217,13.588896069646434,production,1.0
263.0,49.98269393624134,22.242583811725567,83.46760697246924,50.24982916244556,72.61608670956039,119.04053010641479,95.70608733790982,14.165078715251326,production,1.0
264.0,49.99970619866515,21.66309285533412,83.16009413681877,49.98741691597747,73.28503807438562,119.14136450974006,95.7565486482084,14.344834114714168,production,1.0
265.0,50.038389456767234,21.613020634628587,83.01709333280941,48.79041192568983,72.88911760565621,117.56317354967248,94.72852299823356,14.119536709814179,production,1.0
266.0,49.96947566769671,22.138036628910534,83.7042798457244,48.66757930292778,71.99855866612361,119.18549337612204,96.0491646459105,13.684415888681718,production,1.0
267.0,49.99071130206642,21.981631828397358,83.23748143181301,47.21403668799549,72.2184369193545,117.8402714881771,95.98084755594789,13.961749073879565,production,1.0
268.0,49.9291755316793,21.77005072111059,80.71665663706433,47.123118219858526,71.50993120314362,119.14525847099091,95.77895533149278,13.970904768622704,production,1.0
269.0,49.95862988866169,22.306531935010813,82.13048103092453,47.79566950467202,71.53973962688238,118.17280113330271,95.28759679720804,13.981346307130366,production,1.0
270.0,50.137790377913795,22.63105302754346,81.28642197730574,47.69659287183707,73.43715986544137,118.94165929210136,95.44632542423564,13.59996627406659,production,1.0
271.0,50.05206215958474,22.112946858888897,81.70280108851314,50.154175064081144,72.10532562209512,116.27406503439768,94.88620228830258,14.13888845820855,production,1.0
272.0,49.96092879791613,22.173265897788216,82.46281545971749,51.87554180804536,73.82584211032969,117.74084869817078,95.17798769389057,13.940173660730233,production,1.0
273.0,49.933130137923584,21.91888496793227,81.76330531944289,50.07657163432846,72.60426934318903,117.98971878000961,96.41511666404486,13.662811727285462,production,1.0
274.0,49.951220858470016,21.861223308973816,81.51078735229126,50.50814841234651,72.68483342109852,116.35912548375785,95.3527615583521,13.444207095119792,production,1.0
275.0,49.99891545702431,22.924579256261808,82.44176619492855,47.3912120633185,72.42519085837525,120.22863913094602,95.13177377096889,13.63398294484208,production,1.0
276.0,50.00173638941796,21.631261713820773,80.63303772011942,46.23606154421518,71.57683387103306,117.22168087565954,95.55067782331452,13.76427282954908,production,1.0
277.0,49.962781969953454,22.068034143524933,81.36269631738966,46.93384578606937,71.9299365113389,119.43926926306634,95.33982314239893,14.067822170122021,production,1.0
278.0,49.935671276663115,21.952355746619542,81.6318803162761,46.74394411314336,70.81216198999108,116.87470615926297,94.86524424097068,14.231273695558952,production,1.0
279.0,50.071118925262425,22.085932955924335,81.20070592807804,48.31943427081699,71.32872645843831,117.29648482408443,95.63888740150962,13.531515397567324,production,1.0
280.0,50.02258427256476,22.547090867930034,80.37182051661296,50.824660211447465,73.22950320189969,118.89358691399494,95.17337073219961,14.199731910844598,production,1.0
281.0,49.9812715990216,22.52472069772811,80.93976648267903,51.80112903638529,73.67953652146414,117.73787292203333,95.4141259606768,14.237856481702934,production,1.0
282.0,49.9889669396092,22.069819279187307,81.32129695139497,51.74769559697632,73.28891991830203,117.50404451269425,95.97612583847034,13.771980828659014,production,1.0
283.0,49.97352347704371,22.573901209215936,80.93458391547198,49.75832168274069,74.11875234004698,117.49293333420944,95.51174005184643,13.769040796588191,production,1.0
284.0,49.85319772769915,21.81651342614483,80.79425514681856,46.61761792375771,71.51018619445811,115.4345577979209,96.04586127688508,14.558197884453815,production,1.0
285.0,50.00578309135463,22.264023130683416,80.67147796092804,46.51420863902383,69.98478789467352,116.5065541180482,95.63941414055203,13.927395620771884,production,1.0
286.0,49.94647277951521,22.832167814885597,80.45145592249715,46.366578847128295,70.04350763080232,115.72628036349634,95.03238260075945,14.178733722293456,production,1.0
287.0,49.94986578504836,21.88792938162698,79.50887952574865,46.71692792936515,71.3963096317738,117.01083506380155,94.98051113650345,13.893749941782318,production,1.0
288.0,49.96798687973048,22.199604013407,79.9514335566596,49.2365148391103,71.97433114284263,116.02099198051708,95.40083546874403,13.911070392450139,production,1.0
289.0,50.03661508573556,22.71557256514638,80.2786205359297,50.36626398175953,73.8503643917628,116.52069822778225,94.8367358868235,13.554719208121073,production,1.0
290.0,49.94147345957962,21.777724266035623,78.03460007199482,51.87858563095372,74.25924770405506,116.3805267778041,95.57462638887878,13.93224852295948,production,1.0
291.0,49.9282859270163,22.139011305600953,80.2407651023819,51.33066226183675,74.11185983811704,116.32927218386038,96.09364919771838,13.645250162715023,production,1.0
292.0,50.03199260375862,21.98591843135656,79.87203122227407,50.22830886793584,73.1962526978012,116.23078987703714,95.23084979208048,13.711455203778813,production,1.0
293.0,50.03771844523198,21.663610158739274,78.90215287281227,47.104153564213256,71.89790201946708,115.38913433772787,95.27567566600527,14.145379012716079,production,1.0
294.0,49.95205331461029,22.27063225091706,78.98790116804547,46.55143929153501,70.33177152651953,114.8066191013562,96.28596481914542,13.83370992145376,production,1.0
295.0,50.02811988386465,21.769808298036775,79.19642379777214,45.571272431654336,71.1399769087684,115.17356291324168,95.7688420469489,14.646907438100003,production,1.0
296.0,49.98541837847926,22.768285632941783,79.44977416466851,46.87544508016011,71.69163036231876,117.15593905376774,95.60655977782282,13.920627457471847,production,1.0
297.0,50.01506460882768,22.11276418961616,78.8602495303132,49.500657996918484,71.71097420362396,116.21832520463667,95.80026498544244,14.242522822969423,production,1.0
298.0,49.93695198599672,22.018947797160628,79.66778788026171,52.320108739953675,73.66440488253855,116.37285179701095,95.3990193854368,14.110429322660138,production,1.0
299.0,50.04164472246804,22.11785639166678,79.09835050229333,53.42149214795331,74.80947878135771,117.22357843585792,96.09348236199753,13.560744381791952,production,1.0
300.0,50.06016294770583,22.141114952603814,78.2613904898049,51.953525754554434,74.54132989839137,114.05134954685887,95.7727662391882,13.325267941125498,production,1.0
301.0,50.03185366178131,22.018795022022452,78.33345191890254,50.661167806544555,73.12301770623836,115.97759837972151,94.123207324345,13.49523902373929,production,1.0
302.0,50.027916998084756,22.119853331799284,78.63550658140558,47.324324856188404,71.76148409013271,113.97449535503974,95.67314580443727,13.93935469076047,production,1.0
303.0,49.81138624219386,21.865507128304884,78.81875142716909,45.73631034654702,69.04920421027511,114.76225489777512,95.49230667081073,14.321856620781139,production,1.0
304.0,50.01303148745335,21.89411851223188,78.67247542442368,44.87110378170203,69.8821109860375,115.64335342289334,94.52791222036352,13.80498862154128,production,1.0
305.0,49.99872773416537,22.303167126301158,78.08862041736316,46.73475319426157,70.88032466176718,116.898234323962,95.8497827631751,14.045689436604983,production,1.0
306.0,49.99264772465769,21.236257973119184,78.11955609498364,49.59323334475395,71.3690286090944,113.92112020194638,95.24948646678705,14.04953324526244,production,1.0
307.0,49.968471100501446,21.76944628313719,77.89745318121024,51.67850280344244,73.49471831366498,114.64460544110753,94.99222832857271,14.793597473975293,production,1.0
308.0,50.002768248745674,22.091096311202296,78.2883353170345,53.83728468231217,74.28486536820351,116.04443355516398,94.23035090267491,13.834308841457416,production,1.0
309.0,50.02060587025642,22.22305440143509,77.08599550099623,52.85218015354616,73.18598291200156,112.7677146783215,95.25166133568726,13.842761580571679,production,1.0
310.0,49.98681059197297,21.92830705719275,77.92202244728769,50.624598111299406,73.24774082482652,114.88850249421077,95.2592599314209,13.98167103633108,production,1.0
311.0,49.97683379301451,22.137428265935824,76.33142386739576,48.88791762114985,70.82392736225147,113.9824642966614,95.56270399061721,14.038463994949458,production,1.0
312.0,50.06148769054696,21.941561448812596,77.59600908996214,45.56667870778078,69.64713802319159,113.19274466315721,95.3694686029308,13.306785016094006,production,1.0
313.0,49.94473164463654,21.33546438738099,77.36161583342555,44.216672781876376,70.2669985849157,114.32506660907983,95.23019077062061,13.992992935475982,production,1.0
314.0,50.051507759891194,22.454334564842746,77.09013818942267,45.94201627379753,70.16111279658725,114.76130306202126,94.85326665614394,13.818013183818898,production,1.0
315.0,50.00884062318653,22.183735084835103,75.69324781436012,49.34834004326224,72.79217504719128,112.85110711032603,95.075486736023,13.953679510621695,production,1.0
316.0,49.95978471773588,21.691978509835742,77.79527527234704,53.31501473146347,74.0167844992192,114.299802732126,95.50666065325701,13.704128653689297,production,1.0
317.0,49.98550090519653,22.663290226799095,77.2766921128593,54.40661974214779,74.10783408791859,113.95000150585854,94.37957750332171,14.24088968334545,production,1.0
318.0,49.95400031985939,22.34267138693682,76.63529669282083,54.092063866371255,73.28882658225335,112.14987941873589,94.96214830039881,14.31743090211419,production,1.0
319.0,50.03375322592047,21.81983969113698,76.77761252566873,50.608095909716134,73.19189363041644,115.40220502812106,95.20973475027421,14.164143831370309,production,1.0
320.0,50.017395088098525,22.51103072086951,75.82109793506437,47.98967309223191,70.83419822424311,114.74400432199413,95.1863688928099,14.261771286123867,production,1.0
321.0,49.97216019124234,22.28237250385375,76.57440937945626,45.26145117642522,68.90363342165458,112.30217887730709,95.54038529244468,13.732643484233193,production,1.0
322.0,49.944889085047286,22.39666353985058,77.08539570072728,44.03677849081957,68.52712055106903,112.52806309896555,96.1054645545175,13.738510380955994,production,1.0
323.0,50.01508580467505,21.822743430042614,75.32477014907494,45.72374575112654,70.05377507212637,114.05484595296744,95.03247414297137,13.814931722402038,production,1.0
324.0,50.0478692803421,21.839150004056457,77.5295347520055,49.94060947337564,71.70451341868483,112.4332216674738,95.06942577181164,14.210160015213807,production,1.0
325.0,49.99430818253091,21.73115549960233,75.53396281904153,52.30845606689189,73.74551760455282,110.71791139738414,94.98538845564123,14.282388728359088,production,1.0
326.0,50.02091762504446,21.842050950929806,76.17478653198782,55.19743651778414,74.24516661774528,114.0820088179928,94.11094701367037,14.271350365250283,production,1.0
327.0,49.98119864247251,21.131567724571326,75.06487914000334,54.84969671014481,74.24051872985554,112.73162892575186,95.77445182675974,14.050176218890824,production,1.0
328.0,50.003378460300475,22.488633900053536,75.67697548655786,51.42865243517049,72.90254859455956,114.90722897624288,95.3342570243015,14.085022422266563,production,1.0
329.0,49.985435854430314,21.581268398727183,74.56053817857968,48.90809610983131,70.61844749917736,112.94543083841688,95.51463873396864,14.247441810674683,production,1.0
330.0,50.01470210714875,22.279648766736724,74.81165882792247,44.305579384405924,70.2473983309197,112.64330145942365,95.17497930844296,13.791337785255129,production,1.0
331.0,49.924511374348214,21.530788279259017,75.06315763526078,43.1624408952443,69.59351177989123,115.85000858416007,95.57967151195325,13.892331745046862,production,1.0
332.0,50.032209526159484,22.095107105528427,74.80004455023186,46.22241046564533,71.37772015928785,112.18083421781776,95.03083106780478,14.118377551713559,production,1.0
333.0,49.988503375919834,21.56974840131183,75.0418983108891,49.5659091501879,72.39815522703014,111.2313336643172,95.49476040978982,14.470460499270802,production,1.0
334.0,50.01793040338247,22.037038618358913,75.76553256172255,53.43360505562646,74.21442960326704,112.63495926243328,94.82890694059543,14.187918833545458,production,1.0
335.0,49.98298449362669,21.403409426637776,74.40690055879047,55.911640254776145,75.8788972439733,113.70920926592623,95.7406994070727,13.990345304495902,production,1.0
336.0,50.016018059468706,21.804813916055018,74.44887744856166,54.857929100623984,75.1944022251733,110.93451453228471,94.55094063488005,13.850944288812604,production,1.0
337.0,49.94637185979355,22.303729883819848,75.18772990047496,51.38591995932267,71.97688627450889,111.22907056390098,95.47295599598299,14.042666033499064,production,1.0
338.0,50.05945772062442,22.12372029031684,74.81413339359791,47.92197862345117,70.57605453636305,112.8450269106542,95.24959434282512,13.179814169139139,production,1.0
339.0,49.91482277061814,22.104865466609052,74.54353898674212,43.97109423954378,68.9119507178291,108.45476237076709,95.52625030464353,14.214690025034729,production,1.0
340.0,49.94803805926104,21.69135526445106,75.21813821609639,43.91652600573821,69.1135107931934,110.96662269468833,94.97652087258496,14.145960123081618,production,1.0
341.0,50.01178330347698,21.15439663544064,74.79341797129565,45.588198017384414,70.36231775776967,113.21865706830758,94.75128046557235,13.744163722240396,production,1.0
342.0,50.07314211425923,21.67407659222245,75.3268316898107,49.24334461500677,71.02858424497839,111.54620724468066,94.83131034184676,14.101029846681836,production,1.0
343.0,50.0139063150904,21.82518158197385,75.0943914860069,53.41757118325417,73.98334695370113,110.2847152985781,94.95326027417566,14.018596732709751,production,1.0
344.0,49.98760457723605,22.6195342145122,74.9906095392995,56.143446041291696,75.47626635492361,114.53335695165127,95.01723301053639,13.690758718959293,production,1.0
345.0,49.928745492837834,22.25391480035966,75.06347697909246,54.46566469974633,73.91014495454051,110.51619971882417,94.60535418810954,14.411115418757944,production,1.0
346.0,49.990436166778494,22.150958815260502,75.71143972357315,51.539106490819194,72.2817338305914,111.56695229309635,94.92622689528778,14.052312727207159,production,1.0
347.0,49.999006149447894,21.78989528901204,75.87902526928059,47.88863695499296,71.2895255401899,111.73384734287981,94.14656314040977,13.687455740256658,production,1.0
348.0,50.08452843226697,21.72920187116937,74.98786019703957,43.9217146213775,69.16300320761907,112.26701881400149,94.87117818438881,14.651118931825472,production,1.0
349.0,50.03110626108029,22.275417851101334,74.45869606023518,42.95058431249131,69.52649337534714,111.70994696174762,94.96927646500792,13.986435689842263,production,1.0
350.0,49.92354535625358,21.868610649382358,74.16294963291232,46.05019372946385,70.68338558691593,112.04229109411573,96.0305819074593,13.798358099817156,production,1.0
351.0,50.10133895476216,21.88093403273853,73.72262038455358,49.7253305333332,72.24515867413854,112.19452804805564,95.84086874407426,14.22427562200792,production,1.0
352.0,49.98024950622506,22.78109309565713,74.35023160833508,53.008741547299095,73.06863865573123,112.00759864347089,95.65644129544783,14.267377292104493,production,1.0
353.0,49.956027014264784,21.61948196267688,74.53744701057707,55.29994615540238,74.44092375283891,112.20960627208765,95.42056030436403,14.09437461278079,production,1.0
354.0,50.07374113260435,21.897824907481287,75.01034743566868,53.90323629943864,73.22310014744139,109.22902670460908,95.01654890341341,13.127859488393117,production,1.0
355.0,49.99751221198515,21.90884789606682,73.90657221347148,51.38314456952336,72.78033531421886,112.5990686571056,94.18172582687072,13.983554716965834,production,1.0
356.0,49.98162987003109,21.74644665368679,75.8857343181603,47.86677173312844,70.2770788226095,110.37049115714676,94.85479844889775,13.977768968580678,production,1.0
357.0,50.01093929944676,21.440608758921307,75.65907500611071,43.94704048300418,70.08423614957503,109.44190850381773,94.81120783292371,13.967988260226413,production,1.0
358.0,50.04224443901879,22.512430756185772,75.76106414022078,43.289576582276474,69.60109150019605,113.68554133808911,94.6469143332968,14.18690374074119,production,1.0
359.0,50.04966681022248,21.436766790086885,74.69924709954735,45.67765216717938,69.7696146904597,110.47134412175848,95.45633602357132,14.074837713406584,production,1.0
360.0,49.931239879997364,21.636954244318215,75.14640075664784,49.79730758708128,71.2894333719318,112.21584292714505,94.87523606980025,13.927302281055683,production,1.0
361.0,50.099924073513584,22.100760781973783,74.4246001804361,53.18568011719077,74.9176487189322,111.05896375872474,94.60357417459537,13.561284347866081,production,1.0
362.0,50.04734307939978,21.499015237417854,75.91592381421104,55.248856968064004,74.3440746582397,111.15791669065581,94.17048749921551,14.202893497386803,production,1.0
363.0,49.981039946899344,21.9324447096712,74.25124340382955,55.02977706895308,73.44262923947407,112.53850260500599,95.67452244698761,13.924904587168447,production,1.0
364.0,49.95906700742393,21.890382078998126,74.66390520911351,51.74067217487743,72.44340006832127,110.6862908542462,95.46798055213621,14.048358488783531,production,1.0
365.0,49.95154937846209,21.896576104312565,75.81915401516531,47.456181201433196,70.14722392477258,112.37741811071345,94.95220993412127,14.348033791954874,production,1.0
366.0,50.00616892187881,21.933506120263146,76.45201850265452,44.077819068586145,69.92927034114182,112.3730934415029,95.18678137512484,14.255152117027205,production,1.0
367.0,49.96759918529052,21.42442201655306,74.89612528101928,43.67252502912931,68.55955702817913,113.29965983346762,94.91375930074017,14.057163044828165,production,1.0
368.0,49.961756301735676,21.76624750717383,74.69565428559889,46.05631084902997,70.3275106815822,111.48493377741293,95.33135161000362,13.731051244138655,production,1.0
369.0,50.04056272024708,22.498113345193016,73.4329535612292,50.05644364132639,73.01631456731155,113.1303641508725,95.12180344198357,13.745393812414484,production,1.0
370.0,50.01822836719132,22.448146267295478,75.95654661571663,53.43519074431149,73.56892852794154,113.92538445969423,94.73139296002581,13.61021729675663,production,1.0
371.0,49.98027143707881,21.748519457277258,75.10823270477938,57.09202524463859,75.05873303564644,113.7506655312722,94.63883430115908,13.833544810411029,production,1.0
372.0,50.036712379809266,22.4130526496189,73.7860127370845,56.0321983360288,75.79709169953522,112.53604680692143,94.30683795350272,14.533428349819498,production,1.0
373.0,50.068368931315284,21.6014132799725,75.43225156507181,51.07968883098364,72.90106785395383,112.35787414428616,94.76303031892752,13.971277723943913,production,1.0
374.0,49.94527518436852,21.430042733456446,75.27083329449948,48.446500156384566,71.14241293253974,115.22435500342289,95.50299966121162,13.990619939740538,production,1.0
